shop_name,shop_price,shop_product_url,shop_image_url,shop_sku,shop_categories,shop_tags,shop_stock_qty,shop_stock_text,shop_description,shop_page
Poliwrath,152.0,https://scrapeme.live/shop/Poliwrath/,https://scrapeme.live/wp-content/uploads/2018/08/062-350x350.png,1848,"Pokemon, Tadpole","Damp, poliwrath, Tadpole",216,216 in stock,"Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort. Description Poliwrath’s highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort.",4
Abra,141.0,https://scrapeme.live/shop/Abra/,https://scrapeme.live/wp-content/uploads/2018/08/063-350x350.png,3845,"Pokemon, Psi","abra, Inner Focus, Psi",116,116 in stock,"Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping. Description Abra needs to sleep for eighteen hours a day. If it doesn’t, this Pokémon loses its ability to use telekinetic powers. If it is attacked, Abra escapes using Teleport while it is still sleeping.",4
Kadabra,129.0,https://scrapeme.live/shop/Kadabra/,https://scrapeme.live/wp-content/uploads/2018/08/064-350x350.png,9040,"Pokemon, Psi","Inner Focus, kadabra, Psi",195,195 in stock,"Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers. Description Kadabra holds a silver spoon in its hand. The spoon is used to amplify the alpha waves in its brain. Without the spoon, the Pokémon is said to be limited to half the usual amount of its telekinetic powers.",4
Alakazam,40.0,https://scrapeme.live/shop/Alakazam/,https://scrapeme.live/wp-content/uploads/2018/08/065-350x350.png,7975,"Pokemon, Psi","alakazam, Inner Focus, Psi",142,142 in stock,"Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world. Description Alakazam’s brain continually grows, infinitely multiplying brain cells. This amazing brain gives this Pokémon an astoundingly high IQ of 5,000. It has a thorough memory of everything that has occurred in the world.",4
Machop,166.0,https://scrapeme.live/shop/Machop/,https://scrapeme.live/wp-content/uploads/2018/08/066-350x350.png,9506,"Pokemon, Superpower","Guts, machop, Superpower",173,173 in stock,Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts. Description Machop exercises by hefting around a Graveler as if it were a barbell. There are some Machop that travel the world in a quest to master all kinds of martial arts.,4
Machoke,27.0,https://scrapeme.live/shop/Machoke/,https://scrapeme.live/wp-content/uploads/2018/08/067-350x350.png,9503,"Pokemon, Superpower","Guts, machoke, Superpower",10,10 in stock,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train. Description Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",5
Machamp,121.0,https://scrapeme.live/shop/Machamp/,https://scrapeme.live/wp-content/uploads/2018/08/068-350x350.png,2857,"Pokemon, Superpower","Guts, machamp, Superpower",242,242 in stock,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon. Description Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",5
Bellsprout,74.0,https://scrapeme.live/shop/Bellsprout/,https://scrapeme.live/wp-content/uploads/2018/08/069-350x350.png,7454,"Flower, Pokemon","bellsprout, Chlorophyll, Flower",257,257 in stock,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron. Description Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",5
Weepinbell,26.0,https://scrapeme.live/shop/Weepinbell/,https://scrapeme.live/wp-content/uploads/2018/08/070-350x350.png,5253,"Flycatcher, Pokemon","Chlorophyll, Flycatcher, weepinbell",46,46 in stock,"Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground. Description Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.",5
Victreebel,68.0,https://scrapeme.live/shop/Victreebel/,https://scrapeme.live/wp-content/uploads/2018/08/071-350x350.png,2187,"Flycatcher, Pokemon","Chlorophyll, Flycatcher, victreebel",119,119 in stock,"Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole. Description Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",5
Tentacool,186.0,https://scrapeme.live/shop/Tentacool/,https://scrapeme.live/wp-content/uploads/2018/08/072-350x350.png,1506,"Jellyfish, Pokemon","Clear Body, Jellyfish, tentacool",66,66 in stock,Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes. Description Tentacool absorbs sunlight and refracts it using water inside its body to convert it into beam energy. This Pokémon shoots beams from the small round organ above its eyes.,5
Tentacruel,65.0,https://scrapeme.live/shop/Tentacruel/,https://scrapeme.live/wp-content/uploads/2018/08/073-350x350.png,1723,"Jellyfish, Pokemon","Clear Body, Jellyfish, tentacruel",175,175 in stock,Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time. Description Tentacruel has tentacles that can be freely elongated and shortened at will. It ensnares prey with its tentacles and weakens the prey by dosing it with a harsh toxin. It can catch up to 80 prey at the same time.,5
Geodude,32.0,https://scrapeme.live/shop/Geodude/,https://scrapeme.live/wp-content/uploads/2018/08/074-350x350.png,1650,"Pokemon, Rock","geodude, Rock, Rock Head",77,77 in stock,"When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food. Description When Geodude sleeps deeply, it buries itself halfway into the ground. It will not awaken even if hikers step on it unwittingly. In the morning, this Pokémon rolls downhill in search of food.",5
Graveler,182.0,https://scrapeme.live/shop/Graveler/,https://scrapeme.live/wp-content/uploads/2018/08/075-350x350.png,4748,"Pokemon, Rock","graveler, Rock, Rock Head",86,86 in stock,"Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom. Description Rocks are Graveler’s favorite food. This Pokémon will climb a mountain from the base to the summit, crunchingly feasting on rocks all the while. Upon reaching the peak, it rolls back down to the bottom.",5
Golem,103.0,https://scrapeme.live/shop/Golem/,https://scrapeme.live/wp-content/uploads/2018/08/076-350x350.png,1408,"Megaton, Pokemon","golem, Megaton, Rock Head",151,151 in stock,"Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course. Description Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course.",5
Ponyta,53.0,https://scrapeme.live/shop/Ponyta/,https://scrapeme.live/wp-content/uploads/2018/08/077-350x350.png,3629,"Fire Horse, Pokemon","Fire Horse, ponyta, Run Away",41,41 in stock,Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent. Description Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent.,5
Rapidash,98.0,https://scrapeme.live/shop/Rapidash/,https://scrapeme.live/wp-content/uploads/2018/08/078-350x350.png,3414,"Fire Horse, Pokemon","Fire Horse, rapidash, Run Away",194,194 in stock,"Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph. Description Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph.",5
Slowpoke,109.0,https://scrapeme.live/shop/Slowpoke/,https://scrapeme.live/wp-content/uploads/2018/08/079-350x350.png,2145,"Dopey, Pokemon","Dopey, Oblivious, slowpoke",57,57 in stock,"Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge. Description Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge.",5
Slowbro,179.0,https://scrapeme.live/shop/Slowbro/,https://scrapeme.live/wp-content/uploads/2018/08/080-350x350.png,3864,"Hermit Crab, Pokemon","Hermit Crab, Oblivious, slowbro",289,289 in stock,"Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead. Description Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead.",5
